 gmid0.5         idw0.5         
 1.55174800e+00  1.73922168e+01 
 1.53565875e+00  1.76627821e+01 
 1.51969771e+00  1.79346823e+01 
 1.50386210e+00  1.82078732e+01 
 1.48814942e+00  1.84823098e+01 
 1.47255746e+00  1.87579467e+01 
 1.45708425e+00  1.90347374e+01 
 1.44172808e+00  1.93126353e+01 
 1.42648748e+00  1.95915929e+01 
 1.41136123e+00  1.98715625e+01 
 1.39634830e+00  2.01524958e+01 
 1.38144789e+00  2.04343443e+01 
 1.36665939e+00  2.07170592e+01 
 1.35198235e+00  2.10005912e+01 
 1.33741652e+00  2.12848913e+01 
 1.32296177e+00  2.15699101e+01 
 1.30861812e+00  2.18555982e+01 
 1.29438573e+00  2.21419063e+01 
 1.28026485e+00  2.24287851e+01 
 1.26625583e+00  2.27161856e+01 
 1.25235911e+00  2.30040589e+01 
 1.23857520e+00  2.32923563e+01 
 1.22490467e+00  2.35810296e+01 
 1.21134812e+00  2.38700307e+01 
 1.19790619e+00  2.41593121e+01 
 1.18457957e+00  2.44488269e+01 
 1.17136892e+00  2.47385283e+01 
 1.15827493e+00  2.50283705e+01 
 1.14529828e+00  2.53183080e+01 
 1.13243962e+00  2.56082960e+01 
 1.11969959e+00  2.58982904e+01 
 1.10707880e+00  2.61882477e+01 
 1.09457782e+00  2.64781253e+01 
 1.08219718e+00  2.67678812e+01 
 1.06993735e+00  2.70574742e+01 
 1.05779877e+00  2.73468639e+01 
 1.04578181e+00  2.76360108e+01 
 1.03388679e+00  2.79248759e+01 
 1.02211396e+00  2.82134215e+01 
 1.01046350e+00  2.85016103e+01 
 9.98935555e-01  2.87894063e+01 
 9.87530171e-01  2.90767739e+01 
 9.76247347e-01  2.93636787e+01 
 9.65087010e-01  2.96500871e+01 
 9.54049020e-01  2.99359662e+01 
 9.43133174e-01  3.02212842e+01 
 9.32339201e-01  3.05060099e+01 
 9.21666770e-01  3.07901133e+01 
 9.11115486e-01  3.10735648e+01 
 9.00684893e-01  3.13563360e+01 
 8.90374478e-01  3.16383993e+01 
 8.80183671e-01  3.19197277e+01 
 8.70111846e-01  3.22002952e+01 
 8.60158328e-01  3.24800765e+01 
 8.50322390e-01  3.27590473e+01 
 8.40603258e-01  3.30371838e+01 
 8.31000114e-01  3.33144631e+01 
 8.21512096e-01  3.35908630e+01 
 8.12138306e-01  3.38663621e+01 
 8.02877804e-01  3.41409396e+01 
 7.93729620e-01  3.44145756e+01 
 7.84692747e-01  3.46872506e+01 
 7.75766153e-01  3.49589461e+01 
 7.66948775e-01  3.52296441e+01 
 7.58239527e-01  3.54993271e+01 
 7.49637302e-01  3.57679785e+01 
 7.41140968e-01  3.60355820e+01 
 7.32749380e-01  3.63021223e+01 
 7.24461373e-01  3.65675843e+01 
 7.16275771e-01  3.68319536e+01 
 7.08191383e-01  3.70952165e+01 
 7.00207011e-01  3.73573595e+01 
 6.92321447e-01  3.76183700e+01 
 6.84533475e-01  3.78782356e+01 
 6.76841877e-01  3.81369446e+01 
 6.69245428e-01  3.83944855e+01 
 6.61742905e-01  3.86508477e+01 
 6.54333081e-01  3.89060206e+01 
 6.47014731e-01  3.91599944e+01 
 6.39786631e-01  3.94127594e+01 
 6.32647562e-01  3.96643065e+01 
 6.25596307e-01  3.99146271e+01 
 6.18631655e-01  4.01637127e+01 
 6.11752402e-01  4.04115554e+01 
 6.04957348e-01  4.06581475e+01 
 5.98245305e-01  4.09034819e+01 
 5.91615089e-01  4.11475516e+01 
 5.85065529e-01  4.13903500e+01 
 5.78595461e-01  4.16318709e+01 
 5.72203733e-01  4.18721083e+01 
 5.65889204e-01  4.21110566e+01 
 5.59650743e-01  4.23487104e+01 
 5.53487231e-01  4.25850647e+01 
 5.47397563e-01  4.28201147e+01 
 5.41380645e-01  4.30538558e+01 
 5.35435395e-01  4.32862838e+01 
 5.29560747e-01  4.35173947e+01 
 5.23755646e-01  4.37471846e+01 
 5.18019051e-01  4.39756502e+01 
 5.12349935e-01  4.42027881e+01 
 5.06747284e-01  4.44285951e+01 
 5.01210099e-01  4.46530686e+01 
 4.95737396e-01  4.48762057e+01 
 4.90328202e-01  4.50980040e+01 
 4.84981561e-01  4.53184614e+01 
 4.79696530e-01  4.55375757e+01 
 4.74472179e-01  4.57553452e+01 
 4.69307595e-01  4.59717680e+01 
 4.64201878e-01  4.61868427e+01 
 4.59154139e-01  4.64005679e+01 
 4.54163508e-01  4.66129426e+01 
 4.49229126e-01  4.68239656e+01 
 4.44350147e-01  4.70336361e+01 
 gmid10          idw10          
 2.37418679e+01  4.03386416e-09 
 2.43674872e+01  5.13136247e-09 
 2.48826539e+01  6.56469723e-09 
 2.53051609e+01  8.43774920e-09 
 2.56513430e+01  1.08868476e-08 
 2.59355410e+01  1.40909970e-08 
 2.61699467e+01  1.82853555e-08 
 2.63646829e+01  2.37790036e-08 
 2.65280068e+01  3.09783824e-08 
 2.66665632e+01  4.04182218e-08 
 2.67856452e+01  5.28023709e-08 
 2.68894350e+01  6.90577248e-08 
 2.69812173e+01  9.04054766e-08 
 2.70635590e+01  1.18455301e-07 
 2.71384587e+01  1.55329904e-07 
 2.72074672e+01  2.03829786e-07 
 2.72717846e+01  2.67651298e-07 
 2.73323371e+01  3.51675343e-07 
 2.73898374e+01  4.62349729e-07 
 2.74448315e+01  6.08195780e-07 
 2.74977348e+01  8.00479775e-07 
 2.75488600e+01  1.05410318e-06 
 2.75984379e+01  1.38878330e-06 
 2.76466320e+01  1.83061960e-06 
 2.76935496e+01  2.41417214e-06 
 2.77392474e+01  3.18522019e-06 
 2.77837347e+01  4.20442418e-06 
 2.78269724e+01  5.55218728e-06 
 2.78688680e+01  7.33510941e-06 
 2.79092674e+01  9.69455449e-06 
 2.79479410e+01  1.28180192e-05 
 2.79845641e+01  1.69542126e-05 
 2.80186906e+01  2.24330409e-05 
 2.80497163e+01  2.96920648e-05 
 2.80768317e+01  3.93114660e-05 
 2.80989598e+01  5.20601552e-05 
 2.81146760e+01  6.89563783e-05 
 2.81221071e+01  9.13470369e-05 
 2.81188069e+01  1.21010892e-04 
 2.81016073e+01  1.60291776e-04 
 2.80664482e+01  2.12268707e-04 
 2.80081997e+01  2.80969996e-04 
 2.79204992e+01  3.71637503e-04 
 2.77956503e+01  4.91044224e-04 
 2.76246514e+01  6.47862330e-04 
 2.73974481e+01  8.53068569e-04 
 2.71035107e+01  1.12035926e-03 
 2.67328095e+01  1.46652959e-03 
 2.62771673e+01  1.91175578e-03 
 2.57318149e+01  2.47971232e-03 
 2.50967984e+01  3.19746675e-03 
 2.43777999e+01  4.09512791e-03 
 2.35860247e+01  5.20527100e-03 
 2.27370900e+01  6.56221125e-03 
 2.18491937e+01  8.20122588e-03 
 2.09410558e+01  1.01578233e-02 
 2.00301203e+01  1.24671317e-02 
 1.91313198e+01  1.51634418e-02 
 1.82564747e+01  1.82799042e-02 
 1.74142231e+01  2.18483597e-02 
 1.66103081e+01  2.58992716e-02 
 1.58480461e+01  3.04617277e-02 
 1.51288466e+01  3.55634870e-02 
 1.44527010e+01  4.12310503e-02 
 1.38186019e+01  4.74897412e-02 
 1.32248793e+01  5.43637891e-02 
 1.26694577e+01  6.18764090e-02 
 1.21500461e+01  7.00498749e-02 
 1.16642720e+01  7.89055870e-02 
 1.12097741e+01  8.84641312e-02 
 1.07842625e+01  9.87453316e-02 
 1.03855562e+01  1.09768298e-01 
 1.00116044e+01  1.21551465e-01 
 9.66049649e+00  1.34112631e-01 
 9.33046368e+00  1.47468990e-01 
 9.01987670e+00  1.61637158e-01 
 8.72723961e+00  1.76633200e-01 
 8.45118212e+00  1.92472657e-01 
 8.19045089e+00  2.09170558e-01 
 7.94390058e+00  2.26741449e-01 
 7.71048497e+00  2.45199403e-01 
 7.48924839e+00  2.64558041e-01 
 7.27931769e+00  2.84830543e-01 
 7.07989466e+00  3.06029663e-01 
 6.89024917e+00  3.28167745e-01 
 6.70971279e+00  3.51256728e-01 
 6.53767301e+00  3.75308167e-01 
 6.37356800e+00  4.00333232e-01 
 6.21688191e+00  4.26342729e-01 
 6.06714053e+00  4.53347103e-01 
 5.92390745e+00  4.81356448e-01 
 5.78678061e+00  5.10380519e-01 
 5.65538913e+00  5.40428736e-01 
 5.52939052e+00  5.71510193e-01 
 5.40846812e+00  6.03633670e-01 
 5.29232881e+00  6.36807634e-01 
 5.18070096e+00  6.71040250e-01 
 5.07333255e+00  7.06339386e-01 
 4.96998953e+00  7.42712621e-01 
 4.87045423e+00  7.80167250e-01 
 4.77452407e+00  8.18710292e-01 
 4.68201025e+00  8.58348494e-01 
 4.59273666e+00  8.99088338e-01 
 4.50653886e+00  9.40936045e-01 
 4.42326314e+00  9.83897582e-01 
 4.34276565e+00  1.02797867e+00 
 4.26491170e+00  1.07318478e+00 
 4.18957501e+00  1.11952114e+00 
 4.11663708e+00  1.16699276e+00 
 4.04598662e+00  1.21560440e+00 
 3.97751903e+00  1.26536062e+00 
 3.91113588e+00  1.31626573e+00 
 3.84674448e+00  1.36832383e+00 
 3.78425748e+00  1.42153883e+00 
 3.72359250e+00  1.47591441e+00 
 3.66467176e+00  1.53145404e+00 
 3.60742179e+00  1.58816099e+00 
 3.55177312e+00  1.64603836e+00 
 3.49766003e+00  1.70508902e+00 
 3.44502029e+00  1.76531566e+00 
 3.39379491e+00  1.82672079e+00 
 3.34392799e+00  1.88930672e+00 
 3.29536645e+00  1.95307558e+00 
 3.24805991e+00  2.01802933e+00 
 3.20196049e+00  2.08416974e+00 
 3.15702265e+00  2.15149842e+00 
 3.11320307e+00  2.22001678e+00 
 3.07046050e+00  2.28972607e+00 
 3.02875563e+00  2.36062738e+00 
 2.98805099e+00  2.43272161e+00 
 2.94831081e+00  2.50600952e+00 
 2.90950097e+00  2.58049168e+00 
 2.87158885e+00  2.65616849e+00 
 2.83454328e+00  2.73304021e+00 
 2.79833443e+00  2.81110690e+00 
 2.76293376e+00  2.89036849e+00 
 2.72831392e+00  2.97082473e+00 
 2.69444869e+00  3.05247518e+00 
 2.66131294e+00  3.13531926e+00 
 2.62888252e+00  3.21935621e+00 
 2.59713425e+00  3.30458510e+00 
 2.56604585e+00  3.39100483e+00 
 2.53559586e+00  3.47861412e+00 
 2.50576365e+00  3.56741151e+00 
 2.47652932e+00  3.65739535e+00 
 2.44787369e+00  3.74856380e+00 
 2.41977825e+00  3.84091485e+00 
 2.39222512e+00  3.93444627e+00 
 2.36519702e+00  4.02915563e+00 
 2.33867721e+00  4.12504029e+00 
 2.31264950e+00  4.22209740e+00 
 2.28709819e+00  4.32032385e+00 
 2.26200805e+00  4.41971635e+00 
 2.23736427e+00  4.52027130e+00 
 2.21315249e+00  4.62198490e+00 
 2.18935872e+00  4.72485304e+00 
 2.16596933e+00  4.82887135e+00 
 2.14297106e+00  4.93403518e+00 
 2.12035095e+00  5.04033954e+00 
 2.09809637e+00  5.14777913e+00 
 2.07619499e+00  5.25634834e+00 
 2.05463472e+00  5.36604116e+00 
 2.03340377e+00  5.47685124e+00 
 2.01249060e+00  5.58877184e+00 
 1.99188389e+00  5.70179580e+00 
 1.97157258e+00  5.81591555e+00 
 1.95154582e+00  5.93112304e+00 
 1.93179301e+00  6.04740980e+00 
 1.91230373e+00  6.16476685e+00 
 1.89306783e+00  6.28318469e+00 
 1.87407533e+00  6.40265332e+00 
 1.85531651e+00  6.52316217e+00 
 1.83678186e+00  6.64470012e+00 
 1.81846210e+00  6.76725546e+00 
 1.80034820e+00  6.89081586e+00 
 1.78243136e+00  7.01536840e+00 
 1.76470306e+00  7.14089948e+00 
 1.74715501e+00  7.26739489e+00 
 1.72977925e+00  7.39483971e+00 
 1.71256806e+00  7.52321839e+00 
 1.69551406e+00  7.65251465e+00 
 1.67861016e+00  7.78271154e+00 
 1.66184962e+00  7.91379142e+00 
 1.64522604e+00  8.04573594e+00 
 1.62873336e+00  8.17852604e+00 
 1.61236590e+00  8.31214201e+00 
 1.59611835e+00  8.44656341e+00 
 1.57998578e+00  8.58176916e+00 
 1.56396366e+00  8.71773752e+00 
 1.54804786e+00  8.85444609e+00 
 1.53223465e+00  8.99187188e+00 
 1.51652071e+00  9.12999128e+00 
 1.50090310e+00  9.26878015e+00 
 1.48537931e+00  9.40821378e+00 
 1.46994721e+00  9.54826699e+00 
 1.45460505e+00  9.68891413e+00 
 1.43935149e+00  9.83012911e+00 
 1.42418553e+00  9.97188547e+00 
 1.40910652e+00  1.01141564e+01 
 1.39411416e+00  1.02569149e+01 
 1.37920846e+00  1.04001335e+01 
 1.36438973e+00  1.05437847e+01 
 1.34965856e+00  1.06878409e+01 
 1.33501580e+00  1.08322741e+01 
 1.32046251e+00  1.09770567e+01 
 1.30599999e+00  1.11221607e+01 
 1.29162968e+00  1.12675583e+01 
 1.27735323e+00  1.14132217e+01 
 1.26317238e+00  1.15591234e+01 
 1.24908902e+00  1.17052359e+01 
 1.23510508e+00  1.18515320e+01 
 1.22122260e+00  1.19979847e+01 
 1.20744363e+00  1.21445674e+01 
 1.19377026e+00  1.22912536e+01 
 1.18020456e+00  1.24380174e+01 
 1.16674860e+00  1.25848332e+01 
 1.15340442e+00  1.27316758e+01 
 1.14017397e+00  1.28785205e+01 
 1.12705919e+00  1.30253429e+01 
 1.11406190e+00  1.31721193e+01 
 1.10118384e+00  1.33188263e+01 
 1.08842667e+00  1.34654413e+01 
 1.07579191e+00  1.36119419e+01 
 1.06328100e+00  1.37583065e+01 
 1.05089522e+00  1.39045139e+01 
 1.03863576e+00  1.40505435e+01 
 1.02650367e+00  1.41963752e+01 
 1.01449986e+00  1.43419897e+01 
 1.00262512e+00  1.44873680e+01 
 9.90880104e-01  1.46324917e+01 
 9.79265335e-01  1.47773430e+01 
 9.67781211e-01  1.49219048e+01 
 9.56427998e-01  1.50661603e+01 
 9.45205842e-01  1.52100935e+01 
 9.34114767e-01  1.53536886e+01 
 9.23154679e-01  1.54969307e+01 
 9.12325374e-01  1.56398051e+01 
 9.01626540e-01  1.57822979e+01 
 8.91057759e-01  1.59243955e+01 
 8.80618519e-01  1.60660848e+01 
 8.70308213e-01  1.62073532e+01 
 8.60126147e-01  1.63481886e+01 
 8.50071544e-01  1.64885795e+01 
 8.40143550e-01  1.66285144e+01 
 8.30341240e-01  1.67679827e+01 
 8.20663622e-01  1.69069740e+01 
 8.11109643e-01  1.70454782e+01 
 8.01678191e-01  1.71834859e+01 
 7.92368106e-01  1.73209877e+01 
 7.83178179e-01  1.74579750e+01 
 7.74107159e-01  1.75944391e+01 
 7.65153755e-01  1.77303719e+01 
 7.56316646e-01  1.78657657e+01 
 7.47594478e-01  1.80006130e+01 
 7.38985873e-01  1.81349066e+01 
 7.30489428e-01  1.82686396e+01 
 7.22103724e-01  1.84018054e+01 
 7.13827325e-01  1.85343978e+01 
 7.05658782e-01  1.86664106e+01 
 6.97596637e-01  1.87978382e+01 
 6.89639424e-01  1.89286750e+01 
 6.81785673e-01  1.90589157e+01 
 6.74033913e-01  1.91885553e+01 
 6.66382672e-01  1.93175889e+01 
 6.58830478e-01  1.94460119e+01 
 6.51375867e-01  1.95738199e+01 
 6.44017377e-01  1.97010088e+01 
 6.36753556e-01  1.98275745e+01 
 6.29582959e-01  1.99535131e+01 
 6.22504152e-01  2.00788211e+01 
 6.15515711e-01  2.02034950e+01 
 6.08616225e-01  2.03275314e+01 
 6.01804297e-01  2.04509273e+01 
 5.95078544e-01  2.05736796e+01 
 5.88437597e-01  2.06957855e+01 
 5.81880104e-01  2.08172423e+01 
 5.75404728e-01  2.09380474e+01 
 5.69010149e-01  2.10581985e+01 
 5.62695067e-01  2.11776932e+01 
 5.56458197e-01  2.12965295e+01 
 5.50298272e-01  2.14147052e+01 
 5.44214045e-01  2.15322184e+01 
 5.38204286e-01  2.16490673e+01 
 5.32267786e-01  2.17652502e+01 
 5.26403353e-01  2.18807656e+01 
 5.20609814e-01  2.19956119e+01 
 5.14886016e-01  2.21097878e+01 
 5.09230825e-01  2.22232919e+01 
 5.03643126e-01  2.23361231e+01 
 4.98121822e-01  2.24482803e+01 
 4.92665837e-01  2.25597623e+01 
 4.87274111e-01  2.26705684e+01 
 4.81945606e-01  2.27806977e+01 
 4.76679300e-01  2.28901493e+01 
 4.71474191e-01  2.29989227e+01 
 4.66329293e-01  2.31070171e+01 
 4.61243641e-01  2.32144321e+01 
 4.56216287e-01  2.33211672e+01 
 4.51246298e-01  2.34272219e+01 
 4.46332762e-01  2.35325960e+01 
 4.41474782e-01  2.36372892e+01 
