 gmid0.5         ft0.5          
 1.55174800e+00  2.56958970e+08 
 1.53565875e+00  2.57620344e+08 
 1.51969771e+00  2.58227102e+08 
 1.50386210e+00  2.58779195e+08 
 1.48814942e+00  2.59276660e+08 
 1.47255746e+00  2.59719619e+08 
 1.45708425e+00  2.60108278e+08 
 1.44172808e+00  2.60442926e+08 
 1.42648748e+00  2.60723936e+08 
 1.41136123e+00  2.60951759e+08 
 1.39634830e+00  2.61126921e+08 
 1.38144789e+00  2.61250027e+08 
 1.36665939e+00  2.61321748e+08 
 1.35198235e+00  2.61342826e+08 
 1.33741652e+00  2.61314062e+08 
 1.32296177e+00  2.61236321e+08 
 1.30861812e+00  2.61110519e+08 
 1.29438573e+00  2.60937625e+08 
 1.28026485e+00  2.60718652e+08 
 1.26625583e+00  2.60454655e+08 
 1.25235911e+00  2.60146726e+08 
 1.23857520e+00  2.59795988e+08 
 1.22490467e+00  2.59403592e+08 
 1.21134812e+00  2.58970711e+08 
 1.19790619e+00  2.58498536e+08 
 1.18457957e+00  2.57988273e+08 
 1.17136892e+00  2.57441138e+08 
 1.15827493e+00  2.56858351e+08 
 1.14529828e+00  2.56241136e+08 
 1.13243962e+00  2.55590714e+08 
 1.11969959e+00  2.54908302e+08 
 1.10707880e+00  2.54195109e+08 
 1.09457782e+00  2.53452332e+08 
 1.08219718e+00  2.52681155e+08 
 1.06993735e+00  2.51882747e+08 
 1.05779877e+00  2.51058257e+08 
 1.04578181e+00  2.50208815e+08 
 1.03388679e+00  2.49335528e+08 
 1.02211396e+00  2.48439480e+08 
 1.01046350e+00  2.47521730e+08 
 9.98935555e-01  2.46583312e+08 
 9.87530171e-01  2.45625230e+08 
 9.76247347e-01  2.44648464e+08 
 9.65087010e-01  2.43653962e+08 
 9.54049020e-01  2.42642647e+08 
 9.43133174e-01  2.41615411e+08 
 9.32339201e-01  2.40573115e+08 
 9.21666770e-01  2.39516594e+08 
 9.11115486e-01  2.38446652e+08 
 9.00684893e-01  2.37364064e+08 
 8.90374478e-01  2.36269576e+08 
 8.80183671e-01  2.35163907e+08 
 8.70111846e-01  2.34047746e+08 
 8.60158328e-01  2.32921756e+08 
 8.50322390e-01  2.31786574e+08 
 8.40603258e-01  2.30642807e+08 
 8.31000114e-01  2.29491039e+08 
 8.21512096e-01  2.28331830e+08 
 8.12138306e-01  2.27165713e+08 
 8.02877804e-01  2.25993198e+08 
 7.93729620e-01  2.24814774e+08 
 7.84692747e-01  2.23630905e+08 
 7.75766153e-01  2.22442036e+08 
 7.66948775e-01  2.21248589e+08 
 7.58239527e-01  2.20050969e+08 
 7.49637302e-01  2.18849559e+08 
 7.41140968e-01  2.17644726e+08 
 7.32749380e-01  2.16436817e+08 
 7.24461373e-01  2.15226163e+08 
 7.16275771e-01  2.14013080e+08 
 7.08191383e-01  2.12797867e+08 
 7.00207011e-01  2.11580808e+08 
 6.92321447e-01  2.10362174e+08 
 6.84533475e-01  2.09142221e+08 
 6.76841877e-01  2.07921192e+08 
 6.69245428e-01  2.06699320e+08 
 6.61742905e-01  2.05476824e+08 
 6.54333081e-01  2.04253911e+08 
 6.47014731e-01  2.03030781e+08 
 6.39786631e-01  2.01807619e+08 
 6.32647562e-01  2.00584605e+08 
 6.25596307e-01  1.99361906e+08 
 6.18631655e-01  1.98139683e+08 
 6.11752402e-01  1.96918088e+08 
 6.04957348e-01  1.95697265e+08 
 5.98245305e-01  1.94477350e+08 
 5.91615089e-01  1.93258472e+08 
 5.85065529e-01  1.92040756e+08 
 5.78595461e-01  1.90824317e+08 
 5.72203733e-01  1.89609266e+08 
 5.65889204e-01  1.88395708e+08 
 5.59650743e-01  1.87183743e+08 
 5.53487231e-01  1.85973465e+08 
 5.47397563e-01  1.84764965e+08 
 5.41380645e-01  1.83558328e+08 
 5.35435395e-01  1.82353635e+08 
 5.29560747e-01  1.81150963e+08 
 5.23755646e-01  1.79950386e+08 
 5.18019051e-01  1.78751975e+08 
 5.12349935e-01  1.77555794e+08 
 5.06747284e-01  1.76361908e+08 
 5.01210099e-01  1.75170377e+08 
 4.95737396e-01  1.73981259e+08 
 4.90328202e-01  1.72794608e+08 
 4.84981561e-01  1.71610477e+08 
 4.79696530e-01  1.70428916e+08 
 4.74472179e-01  1.69249973e+08 
 4.69307595e-01  1.68073694e+08 
 4.64201878e-01  1.66900122e+08 
 4.59154139e-01  1.65729299e+08 
 4.54163508e-01  1.64561265e+08 
 4.49229126e-01  1.63396060e+08 
 4.44350147e-01  1.62233719e+08 
 gmid10          ft10           
 2.37418679e+01  1.18053895e+00 
 2.43674872e+01  1.54853968e+00 
 2.48826539e+01  2.03234867e+00 
 2.53051609e+01  2.66873125e+00 
 2.56513430e+01  3.50622075e+00 
 2.59355410e+01  4.60891438e+00 
 2.61699467e+01  6.06150235e+00 
 2.63646829e+01  7.97593339e+00 
 2.65280068e+01  1.05002528e+01 
 2.66665632e+01  1.38303255e+01 
 2.67856452e+01  1.82253919e+01 
 2.68894350e+01  2.40287165e+01 
 2.69812173e+01  3.16950084e+01 
 2.70635590e+01  4.18268445e+01 
 2.71384587e+01  5.52230692e+01 
 2.72074672e+01  7.29431304e+01 
 2.72717846e+01  9.63926208e+01 
 2.73323371e+01  1.27437051e+02 
 2.73898374e+01  1.68553202e+02 
 2.74448315e+01  2.23030524e+02 
 2.74977348e+01  2.95239152e+02 
 2.75488600e+01  3.90986628e+02 
 2.75984379e+01  5.17992683e+02 
 2.76466320e+01  6.86521071e+02 
 2.76935496e+01  9.10220224e+02 
 2.77392474e+01  1.20724120e+03 
 2.77837347e+01  1.60172333e+03 
 2.78269724e+01  2.12576645e+03 
 2.78688680e+01  2.82204496e+03 
 2.79092674e+01  3.74726518e+03 
 2.79479410e+01  4.97672415e+03 
 2.79845641e+01  6.61029594e+03 
 2.80186906e+01  8.78024721e+03 
 2.80497163e+01  1.16613607e+04 
 2.80768317e+01  1.54839056e+04 
 2.80989598e+01  2.05500037e+04 
 2.81146760e+01  2.72538409e+04 
 2.81221071e+01  3.61058634e+04 
 2.81188069e+01  4.77604275e+04 
 2.81016073e+01  6.30451379e+04 
 2.80664482e+01  8.29881009e+04 
 2.80081997e+01  1.08836443e+05 
 2.79204992e+01  1.42056002e+05 
 2.77956503e+01  1.84299211e+05 
 2.76246514e+01  2.37328269e+05 
 2.73974481e+01  3.02887135e+05 
 2.71035107e+01  3.82531435e+05 
 2.67328095e+01  4.77448125e+05 
 2.62771673e+01  5.88316723e+05 
 2.57318149e+01  7.15264704e+05 
 2.50967984e+01  8.57941082e+05 
 2.43777999e+01  1.01568418e+06 
 2.35860247e+01  1.18772099e+06 
 2.27370900e+01  1.37333140e+06 
 2.18491937e+01  1.57193954e+06 
 2.09410558e+01  1.78313257e+06 
 2.00301203e+01  2.00663169e+06 
 1.91313198e+01  2.24224454e+06 
 1.82564747e+01  2.48981965e+06 
 1.74142231e+01  2.74921282e+06 
 1.66103081e+01  3.02026688e+06 
 1.58480461e+01  3.30280227e+06 
 1.51288466e+01  3.59661506e+06 
 1.44527010e+01  3.90147903e+06 
 1.38186019e+01  4.21714971e+06 
 1.32248793e+01  4.54336892e+06 
 1.26694577e+01  4.87986910e+06 
 1.21500461e+01  5.22637698e+06 
 1.16642720e+01  5.58261673e+06 
 1.12097741e+01  5.94831232e+06 
 1.07842625e+01  6.32318938e+06 
 1.03855562e+01  6.70697663e+06 
 1.00116044e+01  7.09940688e+06 
 9.66049649e+00  7.50021770e+06 
 9.33046368e+00  7.90915200e+06 
 9.01987670e+00  8.32595827e+06 
 8.72723961e+00  8.75039082e+06 
 8.45118212e+00  9.18220980e+06 
 8.19045089e+00  9.62118127e+06 
 7.94390058e+00  1.00670771e+07 
 7.71048497e+00  1.05196750e+07 
 7.48924839e+00  1.09787580e+07 
 7.27931769e+00  1.14441151e+07 
 7.07989466e+00  1.19155401e+07 
 6.89024917e+00  1.23928324e+07 
 6.70971279e+00  1.28757961e+07 
 6.53767301e+00  1.33642403e+07 
 6.37356800e+00  1.38579787e+07 
 6.21688191e+00  1.43568296e+07 
 6.06714053e+00  1.48606154e+07 
 5.92390745e+00  1.53691629e+07 
 5.78678061e+00  1.58823030e+07 
 5.65538913e+00  1.63998701e+07 
 5.52939052e+00  1.69217027e+07 
 5.40846812e+00  1.74476428e+07 
 5.29232881e+00  1.79775358e+07 
 5.18070096e+00  1.85112304e+07 
 5.07333255e+00  1.90485785e+07 
 4.96998953e+00  1.95894352e+07 
 4.87045423e+00  2.01336584e+07 
 4.77452407e+00  2.06811087e+07 
 4.68201025e+00  2.12316497e+07 
 4.59273666e+00  2.17851473e+07 
 4.50653886e+00  2.23414701e+07 
 4.42326314e+00  2.29004888e+07 
 4.34276565e+00  2.34620764e+07 
 4.26491170e+00  2.40261080e+07 
 4.18957501e+00  2.45924609e+07 
 4.11663708e+00  2.51610139e+07 
 4.04598662e+00  2.57316478e+07 
 3.97751903e+00  2.63042449e+07 
 3.91113588e+00  2.68786890e+07 
 3.84674448e+00  2.74548654e+07 
 3.78425748e+00  2.80326606e+07 
 3.72359250e+00  2.86119622e+07 
 3.66467176e+00  2.91926586e+07 
 3.60742179e+00  2.97746394e+07 
 3.55177312e+00  3.03577945e+07 
 3.49766003e+00  3.09420148e+07 
 3.44502029e+00  3.15271913e+07 
 3.39379491e+00  3.21132152e+07 
 3.34392799e+00  3.26999781e+07 
 3.29536645e+00  3.32873712e+07 
 3.24805991e+00  3.38752856e+07 
 3.20196049e+00  3.44636119e+07 
 3.15702265e+00  3.50522403e+07 
 3.11320307e+00  3.56410599e+07 
 3.07046050e+00  3.62299589e+07 
 3.02875563e+00  3.68188242e+07 
 2.98805099e+00  3.74075415e+07 
 2.94831081e+00  3.79959946e+07 
 2.90950097e+00  3.85840654e+07 
 2.87158885e+00  3.91716338e+07 
 2.83454328e+00  3.97585772e+07 
 2.79833443e+00  4.03447703e+07 
 2.76293376e+00  4.09300850e+07 
 2.72831392e+00  4.15143899e+07 
 2.69444869e+00  4.20975501e+07 
 2.66131294e+00  4.26794269e+07 
 2.62888252e+00  4.32598773e+07 
 2.59713425e+00  4.38387543e+07 
 2.56604585e+00  4.44159056e+07 
 2.53559586e+00  4.49911741e+07 
 2.50576365e+00  4.55643972e+07 
 2.47652932e+00  4.61354065e+07 
 2.44787369e+00  4.67040275e+07 
 2.41977825e+00  4.72700790e+07 
 2.39222512e+00  4.78333730e+07 
 2.36519702e+00  4.83937144e+07 
 2.33867721e+00  4.89509004e+07 
 2.31264950e+00  4.95047204e+07 
 2.28709819e+00  5.00549552e+07 
 2.26200805e+00  5.06013773e+07 
 2.23736427e+00  5.11437503e+07 
 2.21315249e+00  5.16818285e+07 
 2.18935872e+00  5.22153569e+07 
 2.16596933e+00  5.27440706e+07 
 2.14297106e+00  5.32676953e+07 
 2.12035095e+00  5.37859463e+07 
 2.09809637e+00  5.42985291e+07 
 2.07619499e+00  5.48051393e+07 
 2.05463472e+00  5.53054622e+07 
 2.03340377e+00  5.57991737e+07 
 2.01249060e+00  5.62859396e+07 
 1.99188389e+00  5.67654170e+07 
 1.97157258e+00  5.72372537e+07 
 1.95154582e+00  5.77010895e+07 
 1.93179301e+00  5.81565565e+07 
 1.91230373e+00  5.86032799e+07 
 1.89306783e+00  5.90408792e+07 
 1.87407533e+00  5.94689689e+07 
 1.85531651e+00  5.98871599e+07 
 1.83678186e+00  6.02950607e+07 
 1.81846210e+00  6.06922791e+07 
 1.80034820e+00  6.10784235e+07 
 1.78243136e+00  6.14531050e+07 
 1.76470306e+00  6.18159385e+07 
 1.74715501e+00  6.21665457e+07 
 1.72977925e+00  6.25045562e+07 
 1.71256806e+00  6.28296101e+07 
 1.69551406e+00  6.31413597e+07 
 1.67861016e+00  6.34394723e+07 
 1.66184962e+00  6.37236319e+07 
 1.64522604e+00  6.39935413e+07 
 1.62873336e+00  6.42489245e+07 
 1.61236590e+00  6.44895286e+07 
 1.59611835e+00  6.47151254e+07 
 1.57998578e+00  6.49255138e+07 
 1.56396366e+00  6.51205208e+07 
 1.54804786e+00  6.53000033e+07 
 1.53223465e+00  6.54638491e+07 
 1.51652071e+00  6.56119780e+07 
 1.50090310e+00  6.57443428e+07 
 1.48537931e+00  6.58609291e+07 
 1.46994721e+00  6.59617564e+07 
 1.45460505e+00  6.60468775e+07 
 1.43935149e+00  6.61163782e+07 
 1.42418553e+00  6.61703773e+07 
 1.40910652e+00  6.62090250e+07 
 1.39411416e+00  6.62325026e+07 
 1.37920846e+00  6.62410207e+07 
 1.36438973e+00  6.62348183e+07 
 1.34965856e+00  6.62141603e+07 
 1.33501580e+00  6.61793367e+07 
 1.32046251e+00  6.61306599e+07 
 1.30599999e+00  6.60684631e+07 
 1.29162968e+00  6.59930981e+07 
 1.27735323e+00  6.59049328e+07 
 1.26317238e+00  6.58043497e+07 
 1.24908902e+00  6.56917429e+07 
 1.23510508e+00  6.55675167e+07 
 1.22122260e+00  6.54320828e+07 
 1.20744363e+00  6.52858588e+07 
 1.19377026e+00  6.51292658e+07 
 1.18020456e+00  6.49627266e+07 
 1.16674860e+00  6.47866640e+07 
 1.15340442e+00  6.46014993e+07 
 1.14017397e+00  6.44076501e+07 
 1.12705919e+00  6.42055297e+07 
 1.11406190e+00  6.39955451e+07 
 1.10118384e+00  6.37780962e+07 
 1.08842667e+00  6.35535748e+07 
 1.07579191e+00  6.33223635e+07 
 1.06328100e+00  6.30848348e+07 
 1.05089522e+00  6.28413510e+07 
 1.03863576e+00  6.25922628e+07 
 1.02650367e+00  6.23379097e+07 
 1.01449986e+00  6.20786192e+07 
 1.00262512e+00  6.18147066e+07 
 9.90880104e-01  6.15464747e+07 
 9.79265335e-01  6.12742143e+07 
 9.67781211e-01  6.09982036e+07 
 9.56427998e-01  6.07187084e+07 
 9.45205842e-01  6.04359824e+07 
 9.34114767e-01  6.01502673e+07 
 9.23154679e-01  5.98617929e+07 
 9.12325374e-01  5.95707774e+07 
 9.01626540e-01  5.92774279e+07 
 8.91057759e-01  5.89819404e+07 
 8.80618519e-01  5.86845004e+07 
 8.70308213e-01  5.83852829e+07 
 8.60126147e-01  5.80844534e+07 
 8.50071544e-01  5.77821676e+07 
 8.40143550e-01  5.74785721e+07 
 8.30341240e-01  5.71738049e+07 
 8.20663622e-01  5.68679954e+07 
 8.11109643e-01  5.65612654e+07 
 8.01678191e-01  5.62537288e+07 
 7.92368106e-01  5.59454924e+07 
 7.83178179e-01  5.56366563e+07 
 7.74107159e-01  5.53273138e+07 
 7.65153755e-01  5.50175523e+07 
 7.56316646e-01  5.47074535e+07 
 7.47594478e-01  5.43970934e+07 
 7.38985873e-01  5.40865430e+07 
 7.30489428e-01  5.37758684e+07 
 7.22103724e-01  5.34651311e+07 
 7.13827325e-01  5.31543885e+07 
 7.05658782e-01  5.28436938e+07 
 6.97596637e-01  5.25330966e+07 
 6.89639424e-01  5.22226428e+07 
 6.81785673e-01  5.19123752e+07 
 6.74033913e-01  5.16023335e+07 
 6.66382672e-01  5.12925544e+07 
 6.58830478e-01  5.09830723e+07 
 6.51375867e-01  5.06739186e+07 
 6.44017377e-01  5.03651227e+07 
 6.36753556e-01  5.00567120e+07 
 6.29582959e-01  4.97487117e+07 
 6.22504152e-01  4.94411450e+07 
 6.15515711e-01  4.91340338e+07 
 6.08616225e-01  4.88273982e+07 
 6.01804297e-01  4.85212568e+07 
 5.95078544e-01  4.82156269e+07 
 5.88437597e-01  4.79105247e+07 
 5.81880104e-01  4.76059649e+07 
 5.75404728e-01  4.73019616e+07 
 5.69010149e-01  4.69985276e+07 
 5.62695067e-01  4.66956750e+07 
 5.56458197e-01  4.63934149e+07 
 5.50298272e-01  4.60917578e+07 
 5.44214045e-01  4.57907135e+07 
 5.38204286e-01  4.54902911e+07 
 5.32267786e-01  4.51904993e+07 
 5.26403353e-01  4.48913460e+07 
 5.20609814e-01  4.45928389e+07 
 5.14886016e-01  4.42949851e+07 
 5.09230825e-01  4.39977915e+07 
 5.03643126e-01  4.37012644e+07 
 4.98121822e-01  4.34054100e+07 
 4.92665837e-01  4.31102340e+07 
 4.87274111e-01  4.28157421e+07 
 4.81945606e-01  4.25219395e+07 
 4.76679300e-01  4.22288314e+07 
 4.71474191e-01  4.19364228e+07 
 4.66329293e-01  4.16447183e+07 
 4.61243641e-01  4.13537227e+07 
 4.56216287e-01  4.10634403e+07 
 4.51246298e-01  4.07738757e+07 
 4.46332762e-01  4.04850331e+07 
 4.41474782e-01  4.01969166e+07 
