 gmid0.5         gain0.5        
 1.55174800e+00  2.25601466e+01 
 1.53565875e+00  2.13208584e+01 
 1.51969771e+00  2.01581243e+01 
 1.50386210e+00  1.90673553e+01 
 1.48814942e+00  1.80441684e+01 
 1.47255746e+00  1.70843903e+01 
 1.45708425e+00  1.61840584e+01 
 1.44172808e+00  1.53394190e+01 
 1.42648748e+00  1.45469243e+01 
 1.41136123e+00  1.38032277e+01 
 1.39634830e+00  1.31051779e+01 
 1.38144789e+00  1.24498121e+01 
 1.36665939e+00  1.18343487e+01 
 1.35198235e+00  1.12561794e+01 
 1.33741652e+00  1.07128610e+01 
 1.32296177e+00  1.02021075e+01 
 1.30861812e+00  9.72178118e+00 
 1.29438573e+00  9.26988513e+00 
 1.28026485e+00  8.84455471e+00 
 1.26625583e+00  8.44404989e+00 
 1.25235911e+00  8.06674766e+00 
 1.23857520e+00  7.71113473e+00 
 1.22490467e+00  7.37580055e+00 
 1.21134812e+00  7.05943064e+00 
 1.19790619e+00  6.76080028e+00 
 1.18457957e+00  6.47876853e+00 
 1.17136892e+00  6.21227255e+00 
 1.15827493e+00  5.96032233e+00 
 1.14529828e+00  5.72199565e+00 
 1.13243962e+00  5.49643337e+00 
 1.11969959e+00  5.28283508e+00 
 1.10707880e+00  5.08045499e+00 
 1.09457782e+00  4.88859806e+00 
 1.08219718e+00  4.70661644e+00 
 1.06993735e+00  4.53390614e+00 
 1.05779877e+00  4.36990393e+00 
 1.04578181e+00  4.21408444e+00 
 1.03388679e+00  4.06595750e+00 
 1.02211396e+00  3.92506560e+00 
 1.01046350e+00  3.79098165e+00 
 9.98935555e-01  3.66330676e+00 
 9.87530171e-01  3.54166826e+00 
 9.76247347e-01  3.42571789e+00 
 9.65087010e-01  3.31513005e+00 
 9.54049020e-01  3.20960022e+00 
 9.43133174e-01  3.10884347e+00 
 9.32339201e-01  3.01259311e+00 
 9.21666770e-01  2.92059942e+00 
 9.11115486e-01  2.83262847e+00 
 9.00684893e-01  2.74846104e+00 
 8.90374478e-01  2.66789158e+00 
 8.80183671e-01  2.59072731e+00 
 8.70111846e-01  2.51678733e+00 
 8.60158328e-01  2.44590182e+00 
 8.50322390e-01  2.37791129e+00 
 8.40603258e-01  2.31266588e+00 
 8.31000114e-01  2.25002474e+00 
 8.21512096e-01  2.18985540e+00 
 8.12138306e-01  2.13203323e+00 
 8.02877804e-01  2.07644093e+00 
 7.93729620e-01  2.02296804e+00 
 7.84692747e-01  1.97151051e+00 
 7.75766153e-01  1.92197026e+00 
 7.66948775e-01  1.87425482e+00 
 7.58239527e-01  1.82827696e+00 
 7.49637302e-01  1.78395437e+00 
 7.41140968e-01  1.74120931e+00 
 7.32749380e-01  1.69996839e+00 
 7.24461373e-01  1.66016222e+00 
 7.16275771e-01  1.62172524e+00 
 7.08191383e-01  1.58459542e+00 
 7.00207011e-01  1.54871408e+00 
 6.92321447e-01  1.51402567e+00 
 6.84533475e-01  1.48047760e+00 
 6.76841877e-01  1.44802002e+00 
 6.69245428e-01  1.41660571e+00 
 6.61742905e-01  1.38618990e+00 
 6.54333081e-01  1.35673010e+00 
 6.47014731e-01  1.32818602e+00 
 6.39786631e-01  1.30051939e+00 
 6.32647562e-01  1.27369388e+00 
 6.25596307e-01  1.24767497e+00 
 6.18631655e-01  1.22242985e+00 
 6.11752402e-01  1.19792731e+00 
 6.04957348e-01  1.17413769e+00 
 5.98245305e-01  1.15103276e+00 
 5.91615089e-01  1.12858564e+00 
 5.85065529e-01  1.10677073e+00 
 5.78595461e-01  1.08556366e+00 
 5.72203733e-01  1.06494118e+00 
 5.65889204e-01  1.04488116e+00 
 5.59650743e-01  1.02536247e+00 
 5.53487231e-01  1.00636495e+00 
 5.47397563e-01  9.87869372e-01 
 5.41380645e-01  9.69857380e-01 
 5.35435395e-01  9.52311435e-01 
 5.29560747e-01  9.35214787e-01 
 5.23755646e-01  9.18551424e-01 
 5.18019051e-01  9.02306042e-01 
 5.12349935e-01  8.86464002e-01 
 5.06747284e-01  8.71011301e-01 
 5.01210099e-01  8.55934538e-01 
 4.95737396e-01  8.41220885e-01 
 4.90328202e-01  8.26858057e-01 
 4.84981561e-01  8.12834287e-01 
 4.79696530e-01  7.99138299e-01 
 4.74472179e-01  7.85759283e-01 
 4.69307595e-01  7.72686878e-01 
 4.64201878e-01  7.59911143e-01 
 4.59154139e-01  7.47422542e-01 
 4.54163508e-01  7.35211923e-01 
 4.49229126e-01  7.23270500e-01 
 4.44350147e-01  7.11589837e-01 
 gmid10          gain10         
 2.37418679e+01  3.15536073e+02 
 2.43674872e+01  4.02748618e+02 
 2.48826539e+01  5.11177106e+02 
 2.53051609e+01  6.44187667e+02 
 2.56513430e+01  8.04668527e+02 
 2.59355410e+01  9.94430094e+02 
 2.61699467e+01  1.21350454e+03 
 2.63646829e+01  1.45949550e+03 
 2.65280068e+01  1.72720521e+03 
 2.66665632e+01  2.00877188e+03 
 2.67856452e+01  2.29443335e+03 
 2.68894350e+01  2.57380878e+03 
 2.69812173e+01  2.83736438e+03 
 2.70635590e+01  3.07764133e+03 
 2.71384587e+01  3.28993372e+03 
 2.72074672e+01  3.47233848e+03 
 2.72717846e+01  3.62531686e+03 
 2.73323371e+01  3.75100944e+03 
 2.73898374e+01  3.85252838e+03 
 2.74448315e+01  3.93336802e+03 
 2.74977348e+01  3.99698726e+03 
 2.75488600e+01  4.04655680e+03 
 2.75984379e+01  4.08483574e+03 
 2.76466320e+01  4.11413576e+03 
 2.76935496e+01  4.13633750e+03 
 2.77392474e+01  4.15293291e+03 
 2.77837347e+01  4.16507641e+03 
 2.78269724e+01  4.17363494e+03 
 2.78688680e+01  4.17923117e+03 
 2.79092674e+01  4.18227750e+03 
 2.79479410e+01  4.18299978e+03 
 2.79845641e+01  4.18145046e+03 
 2.80186906e+01  4.17751137e+03 
 2.80497163e+01  4.17088603e+03 
 2.80768317e+01  4.16108209e+03 
 2.80989598e+01  4.14738432e+03 
 2.81146760e+01  4.12882008e+03 
 2.81221071e+01  4.10412122e+03 
 2.81188069e+01  4.07168966e+03 
 2.81016073e+01  4.02958002e+03 
 2.80664482e+01  3.97551998e+03 
 2.80081997e+01  3.90699748e+03 
 2.79204992e+01  3.82144930e+03 
 2.77956503e+01  3.71658021e+03 
 2.76246514e+01  3.59081573e+03 
 2.73974481e+01  3.44383684e+03 
 2.71035107e+01  3.27706949e+03 
 2.67328095e+01  3.09394103e+03 
 2.62771673e+01  2.89972624e+03 
 2.57318149e+01  2.70092653e+03 
 2.50967984e+01  2.50431961e+03 
 2.43777999e+01  2.31597099e+03 
 2.35860247e+01  2.14050673e+03 
 2.27370900e+01  1.98080762e+03 
 2.18491937e+01  1.83809943e+03 
 2.09410558e+01  1.71229353e+03 
 2.00301203e+01  1.60241124e+03 
 1.91313198e+01  1.50697295e+03 
 1.82564747e+01  1.42429559e+03 
 1.74142231e+01  1.35269070e+03 
 1.66103081e+01  1.29057925e+03 
 1.58480461e+01  1.23654702e+03 
 1.51288466e+01  1.18936188e+03 
 1.44527010e+01  1.14796928e+03 
 1.38186019e+01  1.11147672e+03 
 1.32248793e+01  1.07913393e+03 
 1.26694577e+01  1.05031245e+03 
 1.21500461e+01  1.02448655e+03 
 1.16642720e+01  1.00121638e+03 
 1.12097741e+01  9.80133418e+02 
 1.07842625e+01  9.60928301e+02 
 1.03855562e+01  9.43340625e+02 
 1.00116044e+01  9.27150560e+02 
 9.66049649e+00  9.12171934e+02 
 9.33046368e+00  8.98246560e+02 
 9.01987670e+00  8.85239570e+02 
 8.72723961e+00  8.73035593e+02 
 8.45118212e+00  8.61535592e+02 
 8.19045089e+00  8.50654272e+02 
 7.94390058e+00  8.40317921e+02 
 7.71048497e+00  8.30462634e+02 
 7.48924839e+00  8.21032819e+02 
 7.27931769e+00  8.11979970e+02 
 7.07989466e+00  8.03261619e+02 
 6.89024917e+00  7.94840474e+02 
 6.70971279e+00  7.86683682e+02 
 6.53767301e+00  7.78762209e+02 
 6.37356800e+00  7.71050317e+02 
 6.21688191e+00  7.63525117e+02 
 6.06714053e+00  7.56166186e+02 
 5.92390745e+00  7.48955247e+02 
 5.78678061e+00  7.41875883e+02 
 5.65538913e+00  7.34913302e+02 
 5.52939052e+00  7.28054128e+02 
 5.40846812e+00  7.21286222e+02 
 5.29232881e+00  7.14598525e+02 
 5.18070096e+00  7.07980924e+02 
 5.07333255e+00  7.01424134e+02 
 4.96998953e+00  6.94919591e+02 
 4.87045423e+00  6.88459366e+02 
 4.77452407e+00  6.82036078e+02 
 4.68201025e+00  6.75642825e+02 
 4.59273666e+00  6.69273122e+02 
 4.50653886e+00  6.62920838e+02 
 4.42326314e+00  6.56580151e+02 
 4.34276565e+00  6.50245495e+02 
 4.26491170e+00  6.43911519e+02 
 4.18957501e+00  6.37573049e+02 
 4.11663708e+00  6.31225048e+02 
 4.04598662e+00  6.24862586e+02 
 3.97751903e+00  6.18480806e+02 
 3.91113588e+00  6.12074893e+02 
 3.84674448e+00  6.05640050e+02 
 3.78425748e+00  5.99171468e+02 
 3.72359250e+00  5.92664303e+02 
 3.66467176e+00  5.86113651e+02 
 3.60742179e+00  5.79514531e+02 
 3.55177312e+00  5.72861860e+02 
 3.49766003e+00  5.66150440e+02 
 3.44502029e+00  5.59374940e+02 
 3.39379491e+00  5.52529884e+02 
 3.34392799e+00  5.45609646e+02 
 3.29536645e+00  5.38608439e+02 
 3.24805991e+00  5.31520317e+02 
 3.20196049e+00  5.24339180e+02 
 3.15702265e+00  5.17058784e+02 
 3.11320307e+00  5.09672757e+02 
 3.07046050e+00  5.02174628e+02 
 3.02875563e+00  4.94557856e+02 
 2.98805099e+00  4.86815880e+02 
 2.94831081e+00  4.78942172e+02 
 2.90950097e+00  4.70930306e+02 
 2.87158885e+00  4.62774037e+02 
 2.83454328e+00  4.54467399e+02 
 2.79833443e+00  4.46004813e+02 
 2.76293376e+00  4.37381215e+02 
 2.72831392e+00  4.28592191e+02 
 2.69444869e+00  4.19634135e+02 
 2.66131294e+00  4.10504413e+02 
 2.62888252e+00  4.01201541e+02 
 2.59713425e+00  3.91725372e+02 
 2.56604585e+00  3.82077283e+02 
 2.53559586e+00  3.72260364e+02 
 2.50576365e+00  3.62279600e+02 
 2.47652932e+00  3.52142040e+02 
 2.44787369e+00  3.41856943e+02 
 2.41977825e+00  3.31435897e+02 
 2.39222512e+00  3.20892899e+02 
 2.36519702e+00  3.10244392e+02 
 2.33867721e+00  2.99509247e+02 
 2.31264950e+00  2.88708689e+02 
 2.28709819e+00  2.77866153e+02 
 2.26200805e+00  2.67007085e+02 
 2.23736427e+00  2.56158664e+02 
 2.21315249e+00  2.45349479e+02 
 2.18935872e+00  2.34609135e+02 
 2.16596933e+00  2.23967827e+02 
 2.14297106e+00  2.13455871e+02 
 2.12035095e+00  2.03103228e+02 
 2.09809637e+00  1.92939012e+02 
 2.07619499e+00  1.82991032e+02 
 2.05463472e+00  1.73285343e+02 
 2.03340377e+00  1.63845860e+02 
 2.01249060e+00  1.54694022e+02 
 1.99188389e+00  1.45848523e+02 
 1.97157258e+00  1.37325124e+02 
 1.95154582e+00  1.29136530e+02 
 1.93179301e+00  1.21292352e+02 
 1.91230373e+00  1.13799140e+02 
 1.89306783e+00  1.06660476e+02 
 1.87407533e+00  9.98771280e+01 
 1.85531651e+00  9.34472495e+01 
 1.83678186e+00  8.73666135e+01 
 1.81846210e+00  8.16288730e+01 
 1.80034820e+00  7.62258360e+01 
 1.78243136e+00  7.11477448e+01 
 1.76470306e+00  6.63835529e+01 
 1.74715501e+00  6.19211922e+01 
 1.72977925e+00  5.77478241e+01 
 1.71256806e+00  5.38500717e+01 
 1.69551406e+00  5.02142300e+01 
 1.67861016e+00  4.68264517e+01 
 1.66184962e+00  4.36729099e+01 
 1.64522604e+00  4.07399358e+01 
 1.62873336e+00  3.80141346e+01 
 1.61236590e+00  3.54824791e+01 
 1.59611835e+00  3.31323841e+01 
 1.57998578e+00  3.09517624e+01 
 1.56396366e+00  2.89290662e+01 
 1.54804786e+00  2.70533136e+01 
 1.53223465e+00  2.53141042e+01 
 1.51652071e+00  2.37016243e+01 
 1.50090310e+00  2.22066442e+01 
 1.48537931e+00  2.08205091e+01 
 1.46994721e+00  1.95351240e+01 
 1.45460505e+00  1.83429356e+01 
 1.43935149e+00  1.72369101e+01 
 1.42418553e+00  1.62105099e+01 
 1.40910652e+00  1.52576680e+01 
 1.39411416e+00  1.43727625e+01 
 1.37920846e+00  1.35505903e+01 
 1.36438973e+00  1.27863413e+01 
 1.34965856e+00  1.20755727e+01 
 1.33501580e+00  1.14141842e+01 
 1.32046251e+00  1.07983946e+01 
 1.30599999e+00  1.02247186e+01 
 1.29162968e+00  9.68994518e+00 
 1.27735323e+00  9.19111726e+00 
 1.26317238e+00  8.72551230e+00 
 1.24908902e+00  8.29062421e+00 
 1.23510508e+00  7.88414645e+00 
 1.22122260e+00  7.50395630e+00 
 1.20744363e+00  7.14810017e+00 
 1.19377026e+00  6.81478004e+00 
 1.18020456e+00  6.50234090e+00 
 1.16674860e+00  6.20925909e+00 
 1.15340442e+00  5.93413165e+00 
 1.14017397e+00  5.67566640e+00 
 1.12705919e+00  5.43267287e+00 
 1.11406190e+00  5.20405396e+00 
 1.10118384e+00  4.98879823e+00 
 1.08842667e+00  4.78597291e+00 
 1.07579191e+00  4.59471742e+00 
 1.06328100e+00  4.41423743e+00 
 1.05089522e+00  4.24379943e+00 
 1.03863576e+00  4.08272579e+00 
 1.02650367e+00  3.93039019e+00 
 1.01449986e+00  3.78621342e+00 
 1.00262512e+00  3.64965961e+00 
 9.90880104e-01  3.52023266e+00 
 9.79265335e-01  3.39747312e+00 
 9.67781211e-01  3.28095520e+00 
 9.56427998e-01  3.17028410e+00 
 9.45205842e-01  3.06509354e+00 
 9.34114767e-01  2.96504353e+00 
 9.23154679e-01  2.86981828e+00 
 9.12325374e-01  2.77912431e+00 
 9.01626540e-01  2.69268874e+00 
 8.91057759e-01  2.61025766e+00 
 8.80618519e-01  2.53159471e+00 
 8.70308213e-01  2.45647969e+00 
 8.60126147e-01  2.38470740e+00 
 8.50071544e-01  2.31608644e+00 
 8.40143550e-01  2.25043823e+00 
 8.30341240e-01  2.18759600e+00 
 8.20663622e-01  2.12740398e+00 
 8.11109643e-01  2.06971655e+00 
 8.01678191e-01  2.01439749e+00 
 7.92368106e-01  1.96131933e+00 
 7.83178179e-01  1.91036271e+00 
 7.74107159e-01  1.86141578e+00 
 7.65153755e-01  1.81437369e+00 
 7.56316646e-01  1.76913811e+00 
 7.47594478e-01  1.72561672e+00 
 7.38985873e-01  1.68372284e+00 
 7.30489428e-01  1.64337502e+00 
 7.22103724e-01  1.60449670e+00 
 7.13827325e-01  1.56701587e+00 
 7.05658782e-01  1.53086472e+00 
 6.97596637e-01  1.49597945e+00 
 6.89639424e-01  1.46229992e+00 
 6.81785673e-01  1.42976943e+00 
 6.74033913e-01  1.39833454e+00 
 6.66382672e-01  1.36794479e+00 
 6.58830478e-01  1.33855255e+00 
 6.51375867e-01  1.31011283e+00 
 6.44017377e-01  1.28258311e+00 
 6.36753556e-01  1.25592319e+00 
 6.29582959e-01  1.23009503e+00 
 6.22504152e-01  1.20506263e+00 
 6.15515711e-01  1.18079191e+00 
 6.08616225e-01  1.15725056e+00 
 6.01804297e-01  1.13440798e+00 
 5.95078544e-01  1.11223513e+00 
 5.88437597e-01  1.09070447e+00 
 5.81880104e-01  1.06978987e+00 
 5.75404728e-01  1.04946649e+00 
 5.69010149e-01  1.02971075e+00 
 5.62695067e-01  1.01050023e+00 
 5.56458197e-01  9.91813624e-01 
 5.50298272e-01  9.73630647e-01 
 5.44214045e-01  9.55932003e-01 
 5.38204286e-01  9.38699315e-01 
 5.32267786e-01  9.21915083e-01 
 5.26403353e-01  9.05562626e-01 
 5.20609814e-01  8.89626046e-01 
 5.14886016e-01  8.74090179e-01 
 5.09230825e-01  8.58940556e-01 
 5.03643126e-01  8.44163368e-01 
 4.98121822e-01  8.29745429e-01 
 4.92665837e-01  8.15674144e-01 
 4.87274111e-01  8.01937476e-01 
 4.81945606e-01  7.88523919e-01 
 4.76679300e-01  7.75422470e-01 
 4.71474191e-01  7.62622600e-01 
 4.66329293e-01  7.50114235e-01 
 4.61243641e-01  7.37887729e-01 
 4.56216287e-01  7.25933845e-01 
 4.51246298e-01  7.14243730e-01 
 4.46332762e-01  7.02808903e-01 
 4.41474782e-01  6.91621230e-01 
