 vgt0.5          gmid0.5        
 1.30680233e+00  1.55174800e+00 
 1.31673534e+00  1.53565875e+00 
 1.32666836e+00  1.51969771e+00 
 1.33660138e+00  1.50386210e+00 
 1.34653442e+00  1.48814942e+00 
 1.35646745e+00  1.47255746e+00 
 1.36640049e+00  1.45708425e+00 
 1.37633354e+00  1.44172808e+00 
 1.38626660e+00  1.42648748e+00 
 1.39619966e+00  1.41136123e+00 
 1.40613272e+00  1.39634830e+00 
 1.41606580e+00  1.38144789e+00 
 1.42599888e+00  1.36665939e+00 
 1.43593196e+00  1.35198235e+00 
 1.44586505e+00  1.33741652e+00 
 1.45579815e+00  1.32296177e+00 
 1.46573125e+00  1.30861812e+00 
 1.47566436e+00  1.29438573e+00 
 1.48559747e+00  1.28026485e+00 
 1.49553060e+00  1.26625583e+00 
 1.50546372e+00  1.25235911e+00 
 1.51539686e+00  1.23857520e+00 
 1.52533000e+00  1.22490467e+00 
 1.53526315e+00  1.21134812e+00 
 1.54519630e+00  1.19790619e+00 
 1.55512946e+00  1.18457957e+00 
 1.56506263e+00  1.17136892e+00 
 1.57499580e+00  1.15827493e+00 
 1.58492898e+00  1.14529828e+00 
 1.59486216e+00  1.13243962e+00 
 1.60479535e+00  1.11969959e+00 
 1.61472855e+00  1.10707880e+00 
 1.62466176e+00  1.09457782e+00 
 1.63459497e+00  1.08219718e+00 
 1.64452819e+00  1.06993735e+00 
 1.65446141e+00  1.05779877e+00 
 1.66439464e+00  1.04578181e+00 
 1.67432788e+00  1.03388679e+00 
 1.68426113e+00  1.02211396e+00 
 1.69419438e+00  1.01046350e+00 
 1.70412763e+00  9.98935555e-01 
 1.71406090e+00  9.87530171e-01 
 1.72399417e+00  9.76247347e-01 
 1.73392745e+00  9.65087010e-01 
 1.74386073e+00  9.54049020e-01 
 1.75379402e+00  9.43133174e-01 
 1.76372732e+00  9.32339201e-01 
 1.77366063e+00  9.21666770e-01 
 1.78359394e+00  9.11115486e-01 
 1.79352726e+00  9.00684893e-01 
 1.80346058e+00  8.90374478e-01 
 1.81339392e+00  8.80183671e-01 
 1.82332726e+00  8.70111846e-01 
 1.83326060e+00  8.60158328e-01 
 1.84319395e+00  8.50322390e-01 
 1.85312731e+00  8.40603258e-01 
 1.86306068e+00  8.31000114e-01 
 1.87299405e+00  8.21512096e-01 
 1.88292743e+00  8.12138306e-01 
 1.89286082e+00  8.02877804e-01 
 1.90279422e+00  7.93729620e-01 
 1.91272762e+00  7.84692747e-01 
 1.92266102e+00  7.75766153e-01 
 1.93259444e+00  7.66948775e-01 
 1.94252786e+00  7.58239527e-01 
 1.95246129e+00  7.49637302e-01 
 1.96239473e+00  7.41140968e-01 
 1.97232817e+00  7.32749380e-01 
 1.98226162e+00  7.24461373e-01 
 1.99219508e+00  7.16275771e-01 
 2.00212854e+00  7.08191383e-01 
 2.01206201e+00  7.00207011e-01 
 2.02199549e+00  6.92321447e-01 
 2.03192898e+00  6.84533475e-01 
 2.04186247e+00  6.76841877e-01 
 2.05179597e+00  6.69245428e-01 
 2.06172947e+00  6.61742905e-01 
 2.07166299e+00  6.54333081e-01 
 2.08159651e+00  6.47014731e-01 
 2.09153004e+00  6.39786631e-01 
 2.10146357e+00  6.32647562e-01 
 2.11139711e+00  6.25596307e-01 
 2.12133066e+00  6.18631655e-01 
 2.13126422e+00  6.11752402e-01 
 2.14119778e+00  6.04957348e-01 
 2.15113135e+00  5.98245305e-01 
 2.16106493e+00  5.91615089e-01 
 2.17099851e+00  5.85065529e-01 
 2.18093211e+00  5.78595461e-01 
 2.19086570e+00  5.72203733e-01 
 2.20079931e+00  5.65889204e-01 
 2.21073292e+00  5.59650743e-01 
 2.22066654e+00  5.53487231e-01 
 2.23060017e+00  5.47397563e-01 
 2.24053381e+00  5.41380645e-01 
 2.25046745e+00  5.35435395e-01 
 2.26040110e+00  5.29560747e-01 
 2.27033476e+00  5.23755646e-01 
 2.28026842e+00  5.18019051e-01 
 2.29020209e+00  5.12349935e-01 
 2.30013577e+00  5.06747284e-01 
 2.31006945e+00  5.01210099e-01 
 2.32000315e+00  4.95737396e-01 
 2.32993685e+00  4.90328202e-01 
 2.33987055e+00  4.84981561e-01 
 2.34980427e+00  4.79696530e-01 
 2.35973799e+00  4.74472179e-01 
 2.36967172e+00  4.69307595e-01 
 2.37960546e+00  4.64201878e-01 
 2.38953920e+00  4.59154139e-01 
 2.39947295e+00  4.54163508e-01 
 2.40940671e+00  4.49229126e-01 
 2.41934047e+00  4.44350147e-01 
 vgt10           gmid10         
-5.53806795e-01  2.37418679e+01 
-5.43842348e-01  2.43674872e+01 
-5.33879449e-01  2.48826539e+01 
-5.23918083e-01  2.53051609e+01 
-5.13958227e-01  2.56513430e+01 
-5.03999851e-01  2.59355410e+01 
-4.94042915e-01  2.61699467e+01 
-4.84087377e-01  2.63646829e+01 
-4.74133185e-01  2.65280068e+01 
-4.64180287e-01  2.66665632e+01 
-4.54228625e-01  2.67856452e+01 
-4.44278141e-01  2.68894350e+01 
-4.34328775e-01  2.69812173e+01 
-4.24380467e-01  2.70635590e+01 
-4.14433158e-01  2.71384587e+01 
-4.04486790e-01  2.72074672e+01 
-3.94541306e-01  2.72717846e+01 
-3.84596653e-01  2.73323371e+01 
-3.74652777e-01  2.73898374e+01 
-3.64709630e-01  2.74448315e+01 
-3.54767164e-01  2.74977348e+01 
-3.44825335e-01  2.75488600e+01 
-3.34884101e-01  2.75984379e+01 
-3.24943423e-01  2.76466320e+01 
-3.15003265e-01  2.76935496e+01 
-3.05063591e-01  2.77392474e+01 
-2.95124371e-01  2.77837347e+01 
-2.85185575e-01  2.78269724e+01 
-2.75247174e-01  2.78688680e+01 
-2.65309143e-01  2.79092674e+01 
-2.55371458e-01  2.79479410e+01 
-2.45434098e-01  2.79845641e+01 
-2.35497041e-01  2.80186906e+01 
-2.25560267e-01  2.80497163e+01 
-2.15623761e-01  2.80768317e+01 
-2.05687504e-01  2.80989598e+01 
-1.95751481e-01  2.81146760e+01 
-1.85815679e-01  2.81221071e+01 
-1.75880084e-01  2.81188069e+01 
-1.65944683e-01  2.81016073e+01 
-1.56009465e-01  2.80664482e+01 
-1.46074420e-01  2.80081997e+01 
-1.36139537e-01  2.79204992e+01 
-1.26204806e-01  2.77956503e+01 
-1.16270221e-01  2.76246514e+01 
-1.06335771e-01  2.73974481e+01 
-9.64014497e-02  2.71035107e+01 
-8.64672500e-02  2.67328095e+01 
-7.65331652e-02  2.62771673e+01 
-6.65991889e-02  2.57318149e+01 
-5.66653153e-02  2.50967984e+01 
-4.67315390e-02  2.43777999e+01 
-3.67978549e-02  2.35860247e+01 
-2.68642581e-02  2.27370900e+01 
-1.69307441e-02  2.18491937e+01 
-6.99730854e-03  2.09410558e+01 
 2.93605248e-03  2.00301203e+01 
 1.28693428e-02  1.91313198e+01 
 2.28025659e-02  1.82564747e+01 
 3.27357253e-02  1.74142231e+01 
 4.26688240e-02  1.66103081e+01 
 5.26018651e-02  1.58480461e+01 
 6.25348514e-02  1.51288466e+01 
 7.24677856e-02  1.44527010e+01 
 8.24006702e-02  1.38186019e+01 
 9.23335076e-02  1.32248793e+01 
 1.02266300e-01  1.26694577e+01 
 1.12199050e-01  1.21500461e+01 
 1.22131759e-01  1.16642720e+01 
 1.32064429e-01  1.12097741e+01 
 1.41997062e-01  1.07842625e+01 
 1.51929660e-01  1.03855562e+01 
 1.61862225e-01  1.00116044e+01 
 1.71794758e-01  9.66049649e+00 
 1.81727260e-01  9.33046368e+00 
 1.91659733e-01  9.01987670e+00 
 2.01592178e-01  8.72723961e+00 
 2.11524597e-01  8.45118212e+00 
 2.21456991e-01  8.19045089e+00 
 2.31389362e-01  7.94390058e+00 
 2.41321709e-01  7.71048497e+00 
 2.51254034e-01  7.48924839e+00 
 2.61186339e-01  7.27931769e+00 
 2.71118625e-01  7.07989466e+00 
 2.81050891e-01  6.89024917e+00 
 2.90983140e-01  6.70971279e+00 
 3.00915371e-01  6.53767301e+00 
 3.10847586e-01  6.37356800e+00 
 3.20779787e-01  6.21688191e+00 
 3.30711972e-01  6.06714053e+00 
 3.40644143e-01  5.92390745e+00 
 3.50576302e-01  5.78678061e+00 
 3.60508448e-01  5.65538913e+00 
 3.70440581e-01  5.52939052e+00 
 3.80372704e-01  5.40846812e+00 
 3.90304816e-01  5.29232881e+00 
 4.00236918e-01  5.18070096e+00 
 4.10169010e-01  5.07333255e+00 
 4.20101093e-01  4.96998953e+00 
 4.30033168e-01  4.87045423e+00 
 4.39965235e-01  4.77452407e+00 
 4.49897294e-01  4.68201025e+00 
 4.59829346e-01  4.59273666e+00 
 4.69761391e-01  4.50653886e+00 
 4.79693430e-01  4.42326314e+00 
 4.89625463e-01  4.34276565e+00 
 4.99557491e-01  4.26491170e+00 
 5.09489513e-01  4.18957501e+00 
 5.19421531e-01  4.11663708e+00 
 5.29353544e-01  4.04598662e+00 
 5.39285554e-01  3.97751903e+00 
 5.49217559e-01  3.91113588e+00 
 5.59149561e-01  3.84674448e+00 
 5.69081560e-01  3.78425748e+00 
 5.79013557e-01  3.72359250e+00 
 5.88945550e-01  3.66467176e+00 
 5.98877542e-01  3.60742179e+00 
 6.08809531e-01  3.55177312e+00 
 6.18741519e-01  3.49766003e+00 
 6.28673505e-01  3.44502029e+00 
 6.38605490e-01  3.39379491e+00 
 6.48537473e-01  3.34392799e+00 
 6.58469457e-01  3.29536645e+00 
 6.68401439e-01  3.24805991e+00 
 6.78333421e-01  3.20196049e+00 
 6.88265403e-01  3.15702265e+00 
 6.98197385e-01  3.11320307e+00 
 7.08129367e-01  3.07046050e+00 
 7.18061350e-01  3.02875563e+00 
 7.27993333e-01  2.98805099e+00 
 7.37925317e-01  2.94831081e+00 
 7.47857301e-01  2.90950097e+00 
 7.57789287e-01  2.87158885e+00 
 7.67721275e-01  2.83454328e+00 
 7.77653263e-01  2.79833443e+00 
 7.87585253e-01  2.76293376e+00 
 7.97517245e-01  2.72831392e+00 
 8.07449239e-01  2.69444869e+00 
 8.17381234e-01  2.66131294e+00 
 8.27313232e-01  2.62888252e+00 
 8.37245232e-01  2.59713425e+00 
 8.47177235e-01  2.56604585e+00 
 8.57109239e-01  2.53559586e+00 
 8.67041247e-01  2.50576365e+00 
 8.76973257e-01  2.47652932e+00 
 8.86905270e-01  2.44787369e+00 
 8.96837286e-01  2.41977825e+00 
 9.06769305e-01  2.39222512e+00 
 9.16701328e-01  2.36519702e+00 
 9.26633353e-01  2.33867721e+00 
 9.36565382e-01  2.31264950e+00 
 9.46497414e-01  2.28709819e+00 
 9.56429450e-01  2.26200805e+00 
 9.66361490e-01  2.23736427e+00 
 9.76293533e-01  2.21315249e+00 
 9.86225580e-01  2.18935872e+00 
 9.96157631e-01  2.16596933e+00 
 1.00608969e+00  2.14297106e+00 
 1.01602174e+00  2.12035095e+00 
 1.02595381e+00  2.09809637e+00 
 1.03588588e+00  2.07619499e+00 
 1.04581795e+00  2.05463472e+00 
 1.05575002e+00  2.03340377e+00 
 1.06568210e+00  2.01249060e+00 
 1.07561419e+00  1.99188389e+00 
 1.08554628e+00  1.97157258e+00 
 1.09547837e+00  1.95154582e+00 
 1.10541047e+00  1.93179301e+00 
 1.11534257e+00  1.91230373e+00 
 1.12527468e+00  1.89306783e+00 
 1.13520680e+00  1.87407533e+00 
 1.14513891e+00  1.85531651e+00 
 1.15507104e+00  1.83678186e+00 
 1.16500317e+00  1.81846210e+00 
 1.17493530e+00  1.80034820e+00 
 1.18486744e+00  1.78243136e+00 
 1.19479958e+00  1.76470306e+00 
 1.20473173e+00  1.74715501e+00 
 1.21466389e+00  1.72977925e+00 
 1.22459605e+00  1.71256806e+00 
 1.23452821e+00  1.69551406e+00 
 1.24446038e+00  1.67861016e+00 
 1.25439256e+00  1.66184962e+00 
 1.26432474e+00  1.64522604e+00 
 1.27425693e+00  1.62873336e+00 
 1.28418912e+00  1.61236590e+00 
 1.29412132e+00  1.59611835e+00 
 1.30405352e+00  1.57998578e+00 
 1.31398573e+00  1.56396366e+00 
 1.32391795e+00  1.54804786e+00 
 1.33385017e+00  1.53223465e+00 
 1.34378239e+00  1.51652071e+00 
 1.35371463e+00  1.50090310e+00 
 1.36364687e+00  1.48537931e+00 
 1.37357911e+00  1.46994721e+00 
 1.38351136e+00  1.45460505e+00 
 1.39344362e+00  1.43935149e+00 
 1.40337588e+00  1.42418553e+00 
 1.41330815e+00  1.40910652e+00 
 1.42324043e+00  1.39411416e+00 
 1.43317271e+00  1.37920846e+00 
 1.44310499e+00  1.36438973e+00 
 1.45303729e+00  1.34965856e+00 
 1.46296959e+00  1.33501580e+00 
 1.47290189e+00  1.32046251e+00 
 1.48283421e+00  1.30599999e+00 
 1.49276653e+00  1.29162968e+00 
 1.50269885e+00  1.27735323e+00 
 1.51263118e+00  1.26317238e+00 
 1.52256352e+00  1.24908902e+00 
 1.53249586e+00  1.23510508e+00 
 1.54242821e+00  1.22122260e+00 
 1.55236057e+00  1.20744363e+00 
 1.56229293e+00  1.19377026e+00 
 1.57222530e+00  1.18020456e+00 
 1.58215768e+00  1.16674860e+00 
 1.59209006e+00  1.15340442e+00 
 1.60202245e+00  1.14017397e+00 
 1.61195485e+00  1.12705919e+00 
 1.62188725e+00  1.11406190e+00 
 1.63181966e+00  1.10118384e+00 
 1.64175208e+00  1.08842667e+00 
 1.65168450e+00  1.07579191e+00 
 1.66161693e+00  1.06328100e+00 
 1.67154936e+00  1.05089522e+00 
 1.68148181e+00  1.03863576e+00 
 1.69141426e+00  1.02650367e+00 
 1.70134671e+00  1.01449986e+00 
 1.71127917e+00  1.00262512e+00 
 1.72121164e+00  9.90880104e-01 
 1.73114412e+00  9.79265335e-01 
 1.74107660e+00  9.67781211e-01 
 1.75100909e+00  9.56427998e-01 
 1.76094159e+00  9.45205842e-01 
 1.77087409e+00  9.34114767e-01 
 1.78080660e+00  9.23154679e-01 
 1.79073912e+00  9.12325374e-01 
 1.80067165e+00  9.01626540e-01 
 1.81060418e+00  8.91057759e-01 
 1.82053671e+00  8.80618519e-01 
 1.83046926e+00  8.70308213e-01 
 1.84040181e+00  8.60126147e-01 
 1.85033437e+00  8.50071544e-01 
 1.86026694e+00  8.40143550e-01 
 1.87019951e+00  8.30341240e-01 
 1.88013209e+00  8.20663622e-01 
 1.89006467e+00  8.11109643e-01 
 1.89999727e+00  8.01678191e-01 
 1.90992987e+00  7.92368106e-01 
 1.91986248e+00  7.83178179e-01 
 1.92979509e+00  7.74107159e-01 
 1.93972771e+00  7.65153755e-01 
 1.94966034e+00  7.56316646e-01 
 1.95959298e+00  7.47594478e-01 
 1.96952562e+00  7.38985873e-01 
 1.97945827e+00  7.30489428e-01 
 1.98939093e+00  7.22103724e-01 
 1.99932359e+00  7.13827325e-01 
 2.00925626e+00  7.05658782e-01 
 2.01918894e+00  6.97596637e-01 
 2.02912163e+00  6.89639424e-01 
 2.03905432e+00  6.81785673e-01 
 2.04898702e+00  6.74033913e-01 
 2.05891973e+00  6.66382672e-01 
 2.06885244e+00  6.58830478e-01 
 2.07878516e+00  6.51375867e-01 
 2.08871789e+00  6.44017377e-01 
 2.09865063e+00  6.36753556e-01 
 2.10858337e+00  6.29582959e-01 
 2.11851612e+00  6.22504152e-01 
 2.12844888e+00  6.15515711e-01 
 2.13838164e+00  6.08616225e-01 
 2.14831442e+00  6.01804297e-01 
 2.15824719e+00  5.95078544e-01 
 2.16817998e+00  5.88437597e-01 
 2.17811277e+00  5.81880104e-01 
 2.18804558e+00  5.75404728e-01 
 2.19797838e+00  5.69010149e-01 
 2.20791120e+00  5.62695067e-01 
 2.21784402e+00  5.56458197e-01 
 2.22777685e+00  5.50298272e-01 
 2.23770969e+00  5.44214045e-01 
 2.24764253e+00  5.38204286e-01 
 2.25757538e+00  5.32267786e-01 
 2.26750824e+00  5.26403353e-01 
 2.27744111e+00  5.20609814e-01 
 2.28737398e+00  5.14886016e-01 
 2.29730686e+00  5.09230825e-01 
 2.30723975e+00  5.03643126e-01 
 2.31717265e+00  4.98121822e-01 
 2.32710555e+00  4.92665837e-01 
 2.33703846e+00  4.87274111e-01 
 2.34697138e+00  4.81945606e-01 
 2.35690430e+00  4.76679300e-01 
 2.36683724e+00  4.71474191e-01 
 2.37677017e+00  4.66329293e-01 
 2.38670312e+00  4.61243641e-01 
 2.39663608e+00  4.56216287e-01 
 2.40656904e+00  4.51246298e-01 
 2.41650201e+00  4.46332762e-01 
 2.42643498e+00  4.41474782e-01 
